user_id,created_at,country,plan_type,user_age,post_id,post_category,post_created_at,votes_received,user_total_posts,days_since_signup,device_type
U00137,2024-03-12T19:58:23,BR,free,32.0,P0000587,tech,2024-03-03T10:58:23,4,22,0,web
U01988,2025-02-18T02:07:44,PY,pro,26.0,P0008518,education,2025-05-18T13:52:04,2,16,89,mobile
U01859,2024-05-27T22:34:04,PE,free,44.0,P0007983,sports,2024-05-28T15:34:30,9,1,1,web
U01506,2024-01-17T02:02:50,PE,free,22.0,P0006443,science,2024-03-20T14:23:15,2,9,63,desktop
U01149,2025-03-23T15:50:37,PY,free,30.0,P0004882,gaming,2025-05-10T12:29:33,4,15,48,desktop
U01794,2024-02-08T07:01:28,UY,free,30.0,P0007687,gaming,2024-02-14T08:23:08,7,18,6,web
U00690,2025-05-08T17:32:48,ES,free,31.0,P0002922,education,2025-06-24T14:41:11,6,10,47,web
U01579,2024-12-25T15:56:24,CL,pro,16.0,P0006761,sports,2025-01-04T17:52:32,7,10,10,web
U01208,2025-04-21T17:23:45,UY,free,23.0,P0005170,finance,2025-05-02T16:53:07,9,6,13,mobile
U01702,2024-04-05T10:23:20,ES,free,31.0,P0007298,education,2024-04-20T03:27:45,4,4,15,desktop
U01503,2024-01-23T15:49:26,MX,Free,23.0,P0006424, tech ,2024-01-28T19:37:57,8,5,5,mobile
U00373,2024-09-25T12:40:24,CL,free,38.0,P0001632,tech,2024-11-30T05:08:09,12,10,66,mobile
U01029,2024-05-19T07:46:19,US,free,16.0,P0004447,finance,2024-05-28T15:07:37,10,7,9,mobile
U01625,2025-03-07T13:28:05,MX, free ,32.0,P0006984,science,2025-03-09T03:22:01,3,8,2,web
U00920,2025-09-18T01:18:08,AR,free,,P0003956, science ,2025-09-20T21:23:51,3,4,2,web
U01415,2024-12-24T07:16:48,UY,pro,30.0,P0006041,tech,2025-02-18T16:10:37,10,10,56,web
U00043,2025-02-28T07:16:15,BR,free,31.0,P0000173,sports,2025-03-28T14:55:17,11,3,28,mobile
U01878,2025-04-05T06:14:26,BR,pro,16.0,P0008071,music,2025-05-18T10:15:14,5,18,43,web
U01810,2025-03-18T10:26:06,PY,free,25.0,P0007791,sports,2025-04-18T12:11:58,5,5,31,mobile
U01226,2024-12-07T23:56:09,US,free,17.0,P0005255,science,2025-01-06T09:30:56,8,8,30,mobile
U00848,2024-01-19T16:03:10,BR,pro,24.0,P0003662,gaming,2024-01-30T04:26:38,21,2,11,web
U01714,2024-08-21T20:01:59,BR,free,,P0007362,tech,2024-12-12T03:42:58,6,15,113,mobile
U01129,2024-10-22T15:32:15,BR,PRo,34.0,P0004809,gaming,2024-11-19T00:53:30,10,7,28,web
U00030,2024-12-23T02:26:25,PE,pro,16.0,P0000120,gaming,2025-01-29T15:56:29,9,12,37,mobile
U00316,2024-10-03T17:09:00,MX,free,25.0,P0001403,sports,2024-11-05T21:50:25,27,4,33,mobile
U00071,2025-08-25T15:33:45,US,pro,39.0,P0000268,tech,2025-08-26T02:19:07,10,1,1,mobile
U00723,2025-03-09T09:49:14,MX,free,35.0,P0003078,gaming,2025-03-12T08:13:34,9,4,3,web
U00943,2025-09-03T09:29:14,AR,PRo,25.0,P0004082,life,2025-10-03T18:43:37,9,14,30,web
U01376,2025-06-07T16:33:51,MX,free,20.0,P0005877,health,2025-07-13T02:56:27,9,18,36,web
U01885,2024-11-07T03:35:53,BR,free,29.0,P0008114,gaming,2024-11-07T12:25:53,9,2,0,web
U00415,2024-12-06T07:47:08,CO,free,16.0,P0001781,music,2024-12-07T05:59:43,1,8,1,web
U00130,2024-06-20T07:46:11,US,free,23.0,P0000551,GAMING,2024-06-26T11:06:34,6,2,6,web
U00417,2024-07-23T19:54:15,US,free,18.0,P0001791,education,2024-08-25T05:32:20,13,1,33,mobile
U00478,2025-08-02T22:01:31,MX,enterprise,25.0,P0001996,education,2025-10-14T03:56:51,18,5,73,web
U00603,2024-08-01T06:48:31,US,free,22.0,P0002522,lfe,2024-08-25T02:30:03,17,4,24,mobile
U01362,2024-04-11T17:38:21,ES,pro,22.0,P0005813,life,2024-06-07T02:05:34,17,11,57,mobile
U01940,2024-07-06T03:12:23,AR,pro,28.0,P0008324,finance,2024-08-27T23:02:22,3,17,52,web
U00495,2025-08-14T02:54:29,AR,free,34.0,P0002056,finance,2025-08-22T04:08:59,9,4,8,web
U00754,2025-03-07T04:56:28,BR,free,,P0003214,health,2025-03-09T00:24:59,3,10,2,web
U00860,2024-05-17T13:03:17,BR,free,27.0,P0003718,finance,2024-09-02T04:40:45,2,9,108,web
U00725,2024-02-04T18:08:55,BR,pro,41.0,P0003091, tech ,2024-02-05T16:43:02,6,1,1,mobile
U00886,2025-01-21T16:50:48,MX,free,,P0003834,life,2025-02-05T11:40:27,9,10,15,mobile
U01566,2025-02-02T01:10:19,PY,free,30.0,P0006693,sports,2025-02-26T14:09:27,6,6,24,mobile
U01636,2024-05-11T13:57:14,BR,free,35.0,P0007040,life,2024-05-16T20:35:37,3,3,5,mobile
U00124,2024-04-20T08:42:09,MX,free,35.0,P0000534,science,2024-05-16T22:37:16,3,15,26,web
U00723,2025-03-09T09:49:14,MX,free,35.0,P0003079,life,2025-03-22T12:08:26,8,4,13,web
U01856,2024-10-04T00:30:45,PY, free ,27.0,P0007969,sporst,2024-10-06T04:46:16,11,10,2,desktop
U00967,2024-01-17T02:25:23,ES,free,24.0,P0004170,science,2024-04-10T22:50:27,14,38,84,mobile
U01455,2025-02-13T08:57:53,US,free,41.0,P0006219,finance,2025-03-16T07:02:38,2,7,31,web
U00017,2024-04-27T20:23:47,US,free,27.0,P0000066,science,2024-05-04T05:16:27,11,2,7,web
U00329,2025-02-24T06:22:18,US,free,43.0,P0001438,science,2025-03-21T08:02:10,12,8,25,web
U00650,2025-09-28T14:38:35,PY,free,28.0,P0002699,sports,2025-11-11T12:07:23,7,14,44,web
U00759,2024-12-12T00:20:40,MX,free,,P0003245,Education,2025-01-09T08:02:40,4,4,28,web
U01410,2025-01-19T18:37:31,US,free,16.0,P0006006,educatoin,2025-01-27T01:08:12,6,5,8,mobile
U00257,2024-05-18T17:45:48,CO,Free,17.0,P0001116,music,2024-08-11T13:25:52,9,18,85,desktop
U00087,2024-01-08T12:18:18,ES,free,23.0,P0000355,gaming,2024-04-24T07:29:08,2,39,107,web
U01804,2024-10-05T22:11:52,US,pro,38.0,P0007752,finanse,2024-11-03T14:52:49,19,4,29,mobile
U00175,2024-10-19T21:20:09,PY,pro,16.0,P0000744,sports,2024-10-28T19:09:15,17,4,9,web
U01460,2024-01-27T14:58:13,CL,enterprise,17.0,P0006240,travel,2024-02-16T10:01:30,5,6,20,web
U01955,2025-09-08T12:37:57,US,free,32.0,P0008373,life,2025-09-13T11:48:09,18,3,5,mobile
U01135,2024-05-16T15:46:58,PY,free,39.0,P0004825,music,2024-06-07T15:26:12,10,14,22,web
U01248,2025-12-25T01:03:01,BR,enterprise,18.0,P0005362,gaming,2025-12-30T16:04:40,26,5,5,web
U00705,2025-05-01T22:14:32,US,free,27.0,P0002985,health,2025-05-04T01:17:49,7,11,3,web
U01439,2025-08-03T05:18:35,PY,pro,,P0006150,Life,2025-08-16T09:12:33,4,3,13,desktop
U01254,2025-01-03T09:34:44,CO,free,20.0,P0005383,music,2025-05-03T14:32:46,6,12,120,mobile
U00661,2024-09-09T09:05:31,US,FREE,29.0,P0002756,sports,2024-10-01T07:51:03,5,9,22,web
U00298,2025-07-09T19:54:32,PY,free,38.0,P0001324,life,2025-07-29T10:24:48,0,13,20,web
U00858,2025-03-04T21:39:21,PY,Free,27.0,P0003707,TRAVEL,2025-03-06T22:28:33,5,4,2,desktop
U00112,2024-09-22T11:21:20,CO,free,29.0,P0000473,science,2024-11-06T20:07:20,7,3,45,mobile
U01097,2024-09-01T06:32:17,BR,free,,P0004683,finance,2024-09-29T06:16:30,2,13,28,mobile
U00643,2025-04-23T04:20:06,US,free,26.0,P0002665,TECH,2025-07-26T11:02:51,7,4,94,desktop
U00497,2025-07-24T03:03:00,PY,Free,34.0,P0002064,travel,2025-08-17T20:22:07,7,7,24,mobile
U01671,2024-04-15T23:19:19,BR,free,46.0,P0007196,finance,2024-04-24T19:30:13,7,4,9,mobile
U01057,2025-03-18T22:40:34,US,free,23.0,P0004561,education,2025-03-22T22:24:31,10,3,4,mobile
U01008,2024-12-28T04:22:48,CO,Pro,,P0004348,life,2025-04-02T04:46:51,6,26,95,mobile
U01022,2024-12-04T16:17:11,CL,free,27.0,P0004422,sports,2025-01-18T07:40:56,8,3,45,web
U00197,2024-05-16T18:56:19,US,free,32.0,P0000869,sports,2024-06-24T16:14:09,10,4,39,mobile
U00084,2025-07-17T06:27:31,ES,free,16.0,P0000324,science,2025-07-29T00:47:54,1,8,12,web
U01906,2025-06-06T12:08:46,AR,free,18.0,P0008191,finance,2025-06-10T00:39:17,8,1,4,desktop
U00709,2024-01-28T03:12:20,PE,free,25.0,P0003013,tech,2024-03-01T17:34:05,4,18,33,mobile
U01592,2024-04-02T04:55:01,AR,free,25.0,P0006838,science,2024-06-27T05:28:44,26,17,86,mobile
U01351,2025-06-19T01:34:11,CO,Free,20.0,P0005772,finance,2025-06-20T19:59:08,0,2,1,web
U01579,2024-12-25T15:56:24,CL,pro,16.0,P0006762,tech,2025-01-05T03:38:36,3,10,11,web
U01201,2025-06-15T07:51:44,BR,FreE,25.0,P0005120,science,2025-06-30T08:11:33,9,17,15,desktop
U01704,2025-12-07T18:42:01,CL,pro,20.0,P0007310,travel,2025-12-29T18:30:29,6,2,22,desktop
U00259,2025-02-11T02:16:25,CO,free,,P0001128,educatoin,2025-02-18T08:21:07,8,3,7,web
U00726,2025-03-03T00:15:46,PY,free,19.0,P0003093, sport ,2025-03-25T08:08:44,4,2,22,mobile
U01898,2024-02-04T04:14:34,US,pro,34.0,P0008157,finance,2024-02-07T23:29:42,6,3,3,mobile
U00171,2025-02-02T13:21:25,PE,free,30.0,P0000731,tech,2025-04-13T22:35:46,6,6,70,web
U00607,2025-01-13T21:12:49,BR,free,22.0,P0002535,sports,2025-01-18T01:35:52,3,2,5,web
U01818,2025-01-08T04:53:40,BR,free,33.0,P0007811,science,2025-01-09T12:39:03,4,6,1,mobile
U00753,2024-02-10T23:28:54,MX, free ,,P0003209,EDUCATION,2024-03-03T12:20:31,9,5,22,web
U00978,2024-03-14T01:37:39,CL,free,,P0004240,music,2024-03-17T00:48:25,7,3,3,web
U01323,2025-05-15T09:24:16,CO,pro,31.0,P0005660,sports,2025-05-17T14:19:16,1,3,2,mobile
U01934,2025-10-16T14:30:21,AR,free,,P0008281,sports,2025-10-17T23:58:06,1,2,1,web
U01997,2024-08-09T13:05:59,PE,pro,46.0,P0008581,science,2024-10-02T11:33:50,7,13,54,mobile
U00298,2025-07-09T19:54:32,PY,free,38.0,P0001321,sciense,2025-07-24T14:35:57,3,13,15,mobile
U01708,2024-04-22T23:59:28,BR,free,,P0007319,life,2024-04-27T01:19:28,3,13,5,mobile
U01865,2024-03-23T20:32:20,BR,free,37.0,P0008006,health,2024-04-09T14:14:00,24,12,17,web
U00190,2025-11-15T14:15:27,PE,free,32.0,P0000834,tech,2025-11-16T03:56:37,7,2,1,mobile
U01008,2024-12-28T04:22:48,CO,pro,,P0004344,finance,2025-03-04T14:54:41,10,26,66,desktop
U01920,2025-07-26T08:59:53,US,free,,P0008237,tech,2025-08-12T19:05:04,6,7,17,mobile
U00120,2025-06-16T10:48:28,ES,free,25.0,P0000519,trvael,2025-07-05T22:24:22,3,4,19,mobile
U00819,2024-04-26T02:18:59,BR,free,26.0,P0003525,tech,2024-05-03T11:35:16,7,29,7,web
U01335,2024-12-22T17:16:51,AR,free,25.0,P0005685,sciense,2025-01-01T00:11:22,9,8,10,mobile
U00355,2025-07-24T19:56:28,AR,free,40.0,P0001560,Finance,2025-07-29T02:20:31,7,2,5,mobile
U01758,2025-07-01T17:06:24,AR,free,32.0,P0007518,health,2025-07-15T15:02:09,9,6,14,web
U00926,2024-05-08T11:44:19,AR,free,32.0,P0003985,sports,2024-05-29T10:25:15,6,8,21,mobile
U01354,2025-09-10T06:14:12,PY,pro,29.0,P0005781,gaming,2025-09-13T15:34:33,4,5,3,web
U01822,2024-02-12T22:58:42,PY,free,17.0,P0007821,finance,2024-02-17T03:13:30,9,10,5,mobile
U01057,2025-03-18T22:40:34,US,free,23.0,P0004562,tehc,2025-03-23T05:59:48,4,3,5,mobile
U01201,2025-06-15T07:51:44,BR,free,25.0,P0005129,science,2025-08-06T14:16:28,10,17,52,mobile
U01558,2024-04-09T15:49:51,ES,pro,33.0,P0006652,life,2024-04-11T01:52:01,7,3,2,mobile
U01246,2024-06-26T01:41:32,US,free,,P0005357,education,2024-06-26T08:28:22,28,1,0,web
U00287,2024-03-03T02:24:21,CL,Pro,23.0,P0001264,gaming,2024-03-05T10:20:27,14,1,2,web
U00302,2025-11-11T12:32:20,BR,Free,26.0,P0001340,health,2025-12-07T05:53:17,9,7,26,mobile
U01825,2024-09-09T09:25:48,US,free,25.0,P0007836,lfe,2024-09-17T00:18:27,4,6,8,web
U01880,2024-11-05T20:01:07,MX,free,29.0,P0008090,sports,2025-04-03T17:30:00,9,15,149,web
U00655,2025-07-24T09:51:00,BR,free,30.0,P0002729,sports,2025-09-14T15:36:05,14,11,52,web
U01866,2025-01-07T03:12:54,BR,free,32.0,P0008016,sports,2025-01-13T19:29:22,5,7,6,web
U01210,2024-07-02T17:40:18,BR,free,33.0,P0005181,sports,2024-07-26T22:22:53,6,7,24,mobile
U01411,2024-02-14T07:07:29,AR,FreE,39.0,P0006015,finanse,2024-04-16T05:49:47,8,9,62,mobile
U01772,2025-06-22T10:49:45,PY,pro,31.0,P0007604,health,2025-07-02T14:26:46,0,8,10,web
U00551,2025-05-12T04:36:29,CL,free,32.0,P0002303,gaming,2025-06-07T18:21:57,7,7,26,web
U01682,2025-08-23T13:23:49,CO,Free,29.0,P0007229, tech ,2025-09-06T15:56:01,20,5,14,web
U01956,2025-02-19T10:47:45,PY,FreE,16.0,P0008380,FINANCE,2025-04-10T18:39:59,4,11,50,web
U00454,2024-08-15T16:26:47,ES,pro,16.0,P0001898,tech,2024-08-20T18:43:48,12,4,5,web
U01611,2024-06-22T17:53:53,AR,free,39.0,P0006932, health ,2024-08-06T00:16:11,0,6,45,mobile
U01280,2025-10-12T03:43:49,PY,free,16.0,P0005475,gaming,2025-10-23T13:35:30,4,10,11,mobile
U01280,2025-10-12T03:43:49,PY,free,16.0,P0005483,music,2025-12-23T06:49:56,21,10,72,mobile
U00364,2024-01-22T07:19:16,PY,free,20.0,P0001598,science,2024-03-28T00:44:26,1,11,66,mobile
U00516,2024-04-12T20:16:22,US,free,32.0,P0002139,tech,2024-04-27T02:42:46,7,28,15,web
U01948,2024-01-02T20:49:11,CO, free ,28.0,P0008351,finance,2024-01-17T20:24:00,3,1,15,desktop
U00595,2025-01-17T08:42:04,US,free,,P0002496,music,2025-01-21T09:27:15,2,5,4,web
U00249,2025-06-27T10:29:33,PE,free,30.0,P0001077, science ,2025-06-27T19:57:32,13,7,0,mobile
U00234,2025-05-13T13:38:29,AR,free,25.0,P0001011,music,2025-05-23T13:49:57,16,4,10,mobile
U01482,2025-01-05T09:01:06,CL,free,21.0,P0006313,health,2025-01-15T18:30:36,0,5,10,web
U01373,2024-08-11T11:35:38,AR,free,25.0,P0005859,sports,2024-08-16T19:27:47,7,7,5,mobile
U00832,2025-01-15T07:10:58,US,free,25.0,P0003621,music,2025-01-29T14:30:07,2,8,14,web
U01108,2025-01-19T11:41:14,US,pro,27.0,P0004731,finance,2025-03-03T21:05:49,8,4,43,mobile
U00251,2025-10-18T20:24:05,MX,free,36.0,P0001088,sports,2025-11-12T13:40:47,22,10,25,mobile
U00703,2025-04-03T22:49:15,MX,free,35.0,P0002983,education,2025-04-13T08:19:34,13,2,10,desktop
U01114,2025-10-01T21:14:04,AR,free,25.0,P0004756,tech,2025-10-22T08:31:37,6,4,21,web
U01293,2024-01-29T21:09:45,AR,free,32.0,P0005533,education,2024-07-01T14:30:25,4,13,154,mobile
U00483,2024-03-03T06:09:43,MX,FREE,16.0,P0002007,sports,2024-03-27T00:48:31,2,2,24,mobile
U01319,2024-01-13T23:52:25,AR,free,31.0,P0005643,LIFE,2024-01-26T05:37:30,4,5,13,web
U00401,2025-01-21T20:25:26,US,free,33.0,P0001733,finance,2025-02-24T09:06:00,6,2,34,mobile
U01498,2025-07-11T11:11:19,US,free,25.0,P0006404,health,2025-09-04T10:25:47,6,8,55,mobile
U00565,2025-08-18T19:56:30,BR,free,30.0,P0002390,gaming,2025-09-10T00:35:39,3,11,23,web
U01843,2024-05-09T17:31:38,PY,free,33.0,P0007903,life,2024-06-04T02:03:55,14,31,26,web
U01337,2024-05-10T14:33:46,US,free,37.0,P0005695,tech,2024-05-12T05:00:41,9,1,2,mobile
U00391,2024-05-22T15:23:20,BR,free,33.0,P0001692,tech,2024-05-31T20:33:52,8,3,9,web
U00045,2024-05-02T16:14:06,AR,pro,20.0,P0000178,life,2024-05-04T10:13:00,8,1,2,mobile
U00033,2024-05-05T20:58:59,ES, pro ,37.0,P0000133,Education,2024-05-11T00:23:14,14,3,6,mobile
U00294,2025-05-16T14:03:53,US,free,,P0001296,tech,2025-05-18T04:56:28,10,3,2,web
U00780,2024-12-29T17:23:42,MX,free,33.0,P0003356,education,2025-01-26T16:12:45,12,27,28,web
U00001,2025-05-11T15:46:46,US,free,31.0,P0000001,sports,2025-05-15T03:44:53,8,3,4,web
U01771,2025-08-17T21:19:03,US,FREE,35.0,P0007594,sports,2025-10-16T20:29:00,1,21,60,mobile
U00975,2024-01-31T21:40:14,BR,Free,45.0,P0004221,sports,2024-02-13T11:43:03,6,4,13,mobile
U01571,2024-06-28T20:34:24,AR,pro,25.0,P0006729, tech ,2024-08-28T04:04:21,0,9,61,mobile
U00551,2025-05-12T04:36:29,CL,free,32.0,P0002305,gaming,2025-06-08T21:55:58,8,7,27,web
U01364,2025-03-12T02:39:28,PE,free,30.0,P0005822,music,2025-05-08T01:08:28,7,7,57,web
U01569,2024-10-19T00:09:39,BR,free,30.0,P0006701,music,2024-11-08T02:06:24,5,16,20,web
U00988,2024-01-28T11:57:07,BR,free,17.0,P0004285,music,2024-03-29T11:35:22,13,4,61,desktop
U00507,2025-12-30T07:39:08,UY,free,32.0,P0002108,health,2025-12-30T19:21:26,5,1,0,mobile
U01145,2024-07-22T02:43:00,CL,pro,24.0,P0004871,education,2024-06-30T13:43:00,4,5,0,web
U01870,2025-02-07T15:14:31,PY,free,31.0,P0008029,finance,2025-02-11T06:02:48,15,12,4,web
U00096,2024-10-11T00:05:59,PY,enterprise,16.0,P0000409,education,2024-12-20T15:36:53,4,14,70,web
U00405,2025-04-24T23:05:43,UY,FreE,,P0001748,tech,2025-04-28T14:57:43,6,7,4,web
U01631,2024-05-16T11:36:26,ES,enterprise,39.0,P0007016,music,2024-06-03T22:30:13,2,5,18,web
U00238,2024-04-19T12:29:19,US,free,26.0,P0001028,life,2024-04-24T01:08:35,5,8,5,web
U00041,2024-11-19T13:44:25,PY,free,38.0,P0000158,health,2024-11-25T07:50:09,2,7,6,mobile
U01892,2024-09-16T06:17:52,UY,free,28.0,P0008133,travel,2024-09-21T17:08:52,7,11,5,web
U00308,2024-04-21T19:27:00,US,pro,38.0,P0001370,tech,2024-05-28T17:06:09,9,4,37,mobile
U01313,2025-01-02T19:56:26,AR,free,24.0,P0005607,finance,2025-01-31T08:50:35,3,2,29,web
U01902,2024-07-30T14:56:12,MX,pro,22.0,P0008179,travel,2024-08-12T23:55:40,2,11,13,mobile
U00165,2024-02-05T07:53:48,US,free,31.0,P0000713,finance,2024-02-28T01:31:42,6,9,23,web
U01310,2024-01-08T05:19:40,AR,free,21.0,P0005595,finance,2024-01-21T09:02:39,0,4,13,mobile
U01904,2024-10-30T05:14:57,BR,free,36.0,P0008186,life,2024-11-01T00:39:27,2,4,2,mobile
U01688,2025-04-18T10:19:55,AR,pro,23.0,P0007251,science,2025-05-15T08:14:45,11,9,27,web
U00387,2024-07-17T20:48:42,AR,pro,35.0,P0001672,sports,2024-07-19T23:42:05,4,2,2,web
U00267,2024-09-11T17:19:10,AR,free,25.0,P0001177,music,2024-10-07T05:23:50,4,25,26,web
U01826,2025-11-08T18:40:33,US,pro,25.0,P0007842,health,2025-12-29T00:48:48,10,2,51,mobile
U00339,2025-11-20T05:11:12,BR,free,27.0,P0001484,finance,2025-11-28T04:17:28,12,5,8,desktop
U01745,2024-07-03T05:36:24,US,free,,P0007453,educatoin,2024-07-17T04:58:31,7,3,14,web
U01165,2024-12-03T14:49:31,PE,free,17.0,P0004975,SPORTS,2024-12-14T09:56:36,0,3,11,web
U01100,2024-09-05T22:19:51,AR,pro,29.0,P0004702,sports,2024-09-25T16:24:05,5,6,20,mobile
U01730,2024-03-10T23:19:00,CL,pro,29.0,P0007397,finance,2024-03-13T01:13:25,9,5,3,mobile
U00735,2025-03-24T10:13:25,US,free,30.0,P0003128,sports,2025-04-15T04:06:29,6,11,22,mobile
U01878,2025-04-05T06:14:26,BR,pro,16.0,P0008079,science,2025-07-31T16:08:45,6,18,117,web
U01959,2024-05-31T15:15:38,BR,free,19.0,P0008395,education,2024-07-10T05:32:00,7,7,40,web
U00458,2025-04-02T20:49:26,AR,Free,38.0,P0001916,life,2025-04-04T15:50:57,3,4,2,mobile
U00664,2024-08-25T09:03:53,UY,enterprise,21.0,P0002778,health,2024-09-15T13:07:16,2,13,24,web
U00278,2025-02-06T12:25:28,UY,free,41.0,P0001234,gaming,2025-02-15T12:40:47,5,6,9,web
U01771,2025-08-17T21:19:03,US,free,35.0,P0007589, tech ,2025-09-23T05:50:27,10,21,37,web
U00187,2025-09-26T02:36:03,AR,Free,25.0,P0000795,travel,2025-11-02T14:07:32,0,12,37,mobile
U00558,2024-04-07T07:06:50,CL,free,24.0,P0002345,life,2024-04-08T18:26:42,12,3,1,desktop
U01335,2024-12-22T17:16:51,AR,free,25.0,P0005686,gaming,2025-01-01T04:16:21,4,8,10,mobile
U00924,2024-09-15T14:37:59,PY,FREE,27.0,P0003969,tehc,2024-12-04T12:41:21,11,9,80,desktop
U00065,2025-10-20T00:20:36,MX,free,20.0,P0000252,sports,2025-12-11T05:26:09,3,12,52,mobile
U01587,2025-12-06T01:26:54,PY,free,,P0006806,sports,2025-12-29T19:12:30,7,3,23,web
U01748,2024-05-28T13:17:51,CO,Free,,P0007473,music,2024-07-17T02:46:41,7,12,50,mobile
U01097,2024-09-01T06:32:17,BR,FreE,,P0004688,life,2024-11-01T06:05:11,5,13,61,mobile
U01566,2025-02-02T01:10:19,PY,free,30.0,P0006689,Tech,2025-01-23T09:10:19,4,6,0,web
U00354,2024-07-25T01:45:57,MX,free,35.0,P0001559,music,2024-08-13T14:57:41,0,5,19,mobile
U00346,2024-02-05T13:37:40,US,free,46.0,P0001534,gaming,2024-02-28T06:10:27,10,3,23,mobile
U00690,2025-05-08T17:32:48,ES,free,31.0,P0002915,finance,2025-05-23T19:01:17,1,10,15,mobile
U01639,2025-04-17T00:02:41,AR,free,25.0,P0007059,finance,2025-05-24T16:06:06,5,4,37,mobile
U01555,2024-11-15T16:36:15,CL,FREE,19.0,P0006648,life,2024-11-22T10:33:26,9,3,7,web
U01183,2024-11-20T07:41:57,PE,free,28.0,P0005041,tech,2024-12-16T05:45:40,8,5,26,mobile
U00251,2025-10-18T20:24:05,MX,free,36.0,P0001091,tech,2025-11-28T06:13:23,4,10,41,mobile
U00811,2024-12-06T02:10:41,BR,free,28.0,P0003480,life,2024-12-23T00:24:54,8,22,17,mobile
U01856,2024-10-04T00:30:45,PY,FREE,27.0,P0007977,tech,2024-10-27T10:51:07,0,10,23,desktop
U01870,2025-02-07T15:14:31,PY,free,31.0,P0008034,finance,2025-02-28T05:53:36,14,12,21,mobile
U00932,2025-01-11T23:34:17,BR,pro,,P0004033,tech,2025-03-02T04:28:49,15,18,50,mobile
U01980,2024-04-18T12:31:00,PY,FreE,,P0008470,sports,2024-04-20T22:18:05,4,9,2,mobile
U00803,2024-09-26T21:59:50,AR,pro,29.0,P0003461,music,2024-10-18T13:50:14,14,8,22,web
U01589,2024-09-20T22:25:42,PE,free,16.0,P0006818,sports,2024-10-20T19:49:00,7,12,30,mobile
U01449,2024-03-28T21:26:38,CL,free,25.0,P0006187,gaming,2024-04-02T08:52:24,3,7,5,web
U01589,2024-09-20T22:25:42,PE,FreE,16.0,P0006812,sciense,2024-10-03T13:13:02,4,12,13,mobile
U01900,2025-05-08T09:07:38,US,EnterPrise,38.0,P0008169,education,2025-05-15T08:34:53,1,7,7,web
U00735,2025-03-24T10:13:25,US,free,30.0,P0003133,tech,2025-04-24T14:02:04,4,11,31,mobile
U00140,2024-03-20T00:14:18,MX,pro,33.0,P0000612,tech,2024-03-27T13:08:34,8,7,7,web
U00420,2025-12-14T04:44:04,MX,free,31.0,P0001794,education,2025-12-15T20:46:30,3,2,1,mobile
U00705,2025-05-01T22:14:32,US,free,27.0,P0002988,education,2025-05-07T21:33:25,0,11,6,web
U01774,2025-02-21T18:22:43,BR,free,16.0,P0007620,education,2025-02-23T12:32:26,1,6,2,web
U01710,2025-01-22T14:24:00,PE,FREE,30.0,P0007335,sports,2025-01-30T18:52:50,0,1,8,mobile
U01551,2024-01-13T15:01:18,PY,free,22.0,P0006639,science,2024-03-15T19:54:39,3,7,62,web
U01618,2024-07-22T05:20:17,AR,pro,28.0,P0006966,finance,2024-08-14T04:28:22,23,3,23,web
U00538,2025-04-08T20:48:50,CL,free,23.0,P0002246,sports,2025-05-11T20:06:45,5,15,33,mobile
U00529,2025-03-28T06:48:17,US,free,22.0,P0002200,SCIENCE,2025-02-27T17:48:17,12,6,0,web
U00819,2024-04-26T02:18:59,BR,free,26.0,P0003545,sports,2024-07-29T18:14:12,7,29,94,mobile
U01185,2024-02-20T02:29:12,BR,free,35.0,P0005049,tech,2024-02-28T10:52:25,1,8,8,mobile
U01378,2025-06-19T18:02:45,US,pro,26.0,P0005894,life,2025-07-21T15:23:22,3,22,32,desktop
U00115,2024-08-22T19:37:17,US,free,37.0,P0000504,tech,2024-08-25T05:23:50,4,1,3,mobile
U00478,2025-08-02T22:01:31,MX,ENTERPRISE,25.0,P0001993,tech,2025-09-23T02:55:24,6,5,52,web
U00075,2024-11-11T17:56:35,US,free,33.0,P0000275,tehc,2024-11-18T01:20:52,6,9,7,mobile
U01049,2024-06-29T02:45:02,US,pro,23.0,P0004521,sports,2024-08-03T18:51:32,5,6,35,mobile
U01594,2025-03-13T21:15:23,AR,pro,22.0,P0006859,Health,2025-03-31T23:42:09,8,1,18,web
U00670,2025-06-08T10:24:10,US,pro,25.0,P0002817,music,2025-08-11T12:42:34,5,20,64,mobile
U01089,2025-05-10T12:15:03,AR,free,23.0,P0004646,gaming,2025-05-11T05:23:25,3,6,1,mobile
U01499,2024-06-07T19:47:02,CL,Free,,P0006408,travel,2024-07-20T11:30:12,14,5,43,mobile
U00819,2024-04-26T02:18:59,BR,free,26.0,P0003549,sports,2024-08-09T06:31:43,4,29,105,web
U00156,2024-12-08T22:29:25,MX,free,21.0,P0000684,life,2024-12-10T05:29:44,9,3,2,mobile
U01973,2025-10-24T22:25:45,AR,free,34.0,P0008441,science,2025-11-28T17:17:48,18,3,35,web
U00229,2025-10-30T05:03:04,BR,Free,27.0,P0000998,science,2025-12-06T18:35:21,5,10,37,web
U01376,2025-06-07T16:33:51,MX,free,20.0,P0005883,finance,2025-07-20T04:52:36,10,18,43,web
U01277,2024-01-23T23:52:14,PY,free,29.0,P0005465,travel,2024-02-08T15:13:07,13,4,16,desktop
